accession_number,isXBRL,cost_of_goods_sold,operating_expenses,operating_income,earnings_per_share_basic,earnings_per_share_diluted,pretax_income,net_income,income_taxes,interest_expense,revenue,sga_expenses,accounts_payable,accounts_receivable,current_liabilities,noncurrent_liabilities,property_plant_and_equipment_net,assets,noncurrent_assets,current_assets,short_term_investments,long_term_debt,cash_and_cash_equivalents,liabilities,inventory,cash_end_of_period,depreciation_and_amortization,net_cash_from_financing_activities,net_cash_from_operating_activities,net_cash_from_investing_activities,capital_expenditures,stockholders_equity,goodwill,gross_profit,accumulated_other_comprehensive_income
0001193125-12-086286,1,CostOfGoodsSold,MarketingAndAdvertisingExpense,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,DebtCurrent,AccountsReceivableNetCurrent,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,Depreciation,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0001193125-13-076953,1,CostOfGoodsSold,MarketingAndAdvertisingExpense,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,DebtCurrent,AccountsReceivableNetCurrent,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,Depreciation,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0001193125-14-057299,1,CostOfGoodsSold,MarketingAndAdvertisingExpense,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,DebtCurrent,AccountsReceivableNetCurrent,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,Depreciation,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0000950123-10-116105,1,CostOfServices,CostsAndExpenses,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RetirementPlanAndOtherNonCurrentLiabilities,RetirementPlanAndOtherNonCurrentLiabilities,PropertyPlantAndEquipmentNet,Assets,RestrictedCashAndCashEquivalentsNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermLineOfCredit,RestrictedCashAndCashEquivalentsNoncurrent,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001193125-11-351704,1,CostOfServices,CostsAndExpenses,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RetirementPlanAndOtherNonCurrentLiabilities,RetirementPlanAndOtherNonCurrentLiabilities,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermLineOfCredit,RestrictedCashAndCashEquivalentsNoncurrent,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001193125-12-509900,1,CostOfServices,CostsAndExpenses,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,InterestIncomeExpenseNet,InterestIncomeExpenseNet,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RetirementPlanAndOtherNonCurrentLiabilities,RetirementPlanAndOtherNonCurrentLiabilities,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermLineOfCredit,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001193125-13-477634,1,CostOfServices,CostsAndExpenses,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,InterestIncomeExpenseNet,InterestIncomeExpenseNet,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RetirementPlanAndOtherNonCurrentLiabilities,RetirementPlanAndOtherNonCurrentLiabilities,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,LiabilitiesCurrent,LongTermLineOfCredit,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001445305-14-005592,1,CostOfServices,CostsAndExpenses,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,OtherInvestments,LongTermLineOfCredit,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001628280-15-009602,1,CostOfServices,CostsAndExpenses,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,OtherInvestments,LongTermLineOfCredit,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001628280-16-022122,1,CostOfServices,CostsAndExpenses,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,OtherInvestments,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001628280-17-012508,1,CostOfServices,CostOfServices,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,OtherInvestments,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,ProceedsFromSaleOfOtherAssetsInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001628280-18-015372,1,CostOfServices,CostOfServices,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,OtherInvestments,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromDerivativeInstrumentOperatingActivities,ProceedsFromSaleOfOtherAssetsInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001628280-19-015259,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,OtherInvestments,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationAndAmortization,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromDerivativeInstrumentOperatingActivities,ProceedsFromSaleOfOtherAssetsInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0000771497-20-000018,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,OtherAccruedLiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,OtherInvestments,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,ProceedsFromDerivativeInstrumentOperatingActivities,ProceedsFromSaleOfOtherAssetsInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0000771497-21-000038,1,CostOfGoodsAndServicesSold,,OperatingIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,IncomeTaxExpenseBenefit,InterestExpense,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,AccountsPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,OtherAccruedLiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,Assets,SelfInsuranceReserveNoncurrent,AssetsCurrent,OtherInvestments,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,ProceedsFromSaleOfOtherAssetsInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,,
0001445305-12-000508,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParentAvailableforsaleSecurities,NetInvestmentIncome,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,,,,OtherLiabilities,OtherLiabilities,,Assets,DeferredTaxLiabilitiesNoncurrent,,OtherInvestments,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,NoncashInvestingAndFinancingShareBasedCompensation,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,,,
0001475922-13-000004,1,,OtherCostAndExpenseOperating,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParentAvailableforsaleSecurities,NetInvestmentIncome,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,,NotesPayable,,OtherLiabilities,OtherLiabilities,,Assets,Assets,,Investments,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,NoncashInvestingAndFinancingShareBasedCompensation,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsToAcquireAssetsInvestingActivities,,StockholdersEquity,,,
0001475922-14-000011,1,,OtherUnderwritingExpense,,EarningsPerShareBasic,EarningsPerShareDiluted,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParentAvailableforsaleSecurities,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,,NotesPayable,,OtherLiabilities,OtherLiabilities,,Assets,Assets,,Investments,,CashAndCashEquivalentsAtCarryingValue,OtherLiabilities,,NoncashInvestingAndFinancingShareBasedCompensation,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0001564590-15-001024,1,,OtherUnderwritingExpense,,EarningsPerShareBasic,EarningsPerShareDiluted,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParentAvailableforsaleSecurities,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,,NotesPayable,,OtherLiabilities,OtherLiabilities,,Assets,Assets,,Investments,,CashAndCashEquivalentsAtCarryingValue,OtherLiabilities,,NetCashProvidedByUsedInOperatingActivities,DepreciationAmortizationAndAccretionNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0001564590-16-013368,1,,OtherUnderwritingExpense,,EarningsPerShareBasic,EarningsPerShareDiluted,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParentAvailableforsaleSecurities,ProfitLoss,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,,NotesPayable,,OtherLiabilities,OtherLiabilities,,Assets,Assets,,Investments,,CashAndCashEquivalentsAtCarryingValue,OtherLiabilities,,NetCashProvidedByUsedInOperatingActivities,DepreciationAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0001564590-17-002594,1,,OtherUnderwritingExpense,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,NetInvestmentIncome,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,,NotesPayable,,OtherLiabilities,OtherLiabilities,,Assets,Assets,,Investments,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,NetCashProvidedByUsedInOperatingActivities,DepreciationAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquity,,,
0001564590-18-003151,1,,OtherUnderwritingExpense,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,NetInvestmentIncome,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,,NotesPayable,,OtherLiabilities,OtherLiabilities,,Assets,Assets,,Investments,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,DepreciationAndAmortization,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquity,,,
0001564590-19-004515,1,,OtherUnderwritingExpense,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,NetInvestmentIncome,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,,NotesPayable,,OtherLiabilities,OtherLiabilities,,Assets,Assets,,ShortTermInvestments,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,NetCashProvidedByUsedInOperatingActivities,DepreciationAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquity,,,
0001564590-20-007489,1,,OtherUnderwritingExpense,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,NetInvestmentIncome,IncomeTaxExpenseBenefit,OtherCostAndExpenseOperating,Revenues,,NotesPayable,,OtherLiabilities,OtherLiabilities,,Assets,Assets,,Investments,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,,NetCashProvidedByUsedInOperatingActivities,DepreciationAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquity,,,
